psraid,sample,int_date,lang,form,sex,q1,live1,reg,oftvote,q2a,q2b,eminuse,intmob,snsint,home3nw,bbhome1,device1a,smart1,device1b,device1c,device1d,device1e,device1f,device1g,act112,act124,act125,act135,act126,act136,act123,act122,act137,act127,act128,sns2a,sns2b,sns2c,sns2d,sns2e,sns2f,sns2g,books1,books2a,books2b,books2c,libusea,libuseb,lib_frq,libst_frq,libapp_frq,libmob,ebk_awr,ebk_brw,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,q11j,q12,q13a,q13b,q13c,q13d,q13e,q13f,q13g,q13h,q14,q15,q16a,q16b,q16c,q16d,q16e,q16f,q16g,q16h,q17a,q17b,q18a,q18b,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q19i,q19j,q20a,q20b,q20c,q20d,q20e,q20f,q21,q22,q23,q24a,q24b,q24c,q24d,q24e,q24f,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,emplnw,stud,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,usr,cregion,state,density,weight,standwt
200459,2,31715,1,1,2,1,2,2, ,2,2,1,1,1,1,2, ,1,1,1,1, , , ,2,2,1,1,1, , , , , , , , ,1, ,2, , ,5,1,2,2,1,1,4,4,4,1,1,2,1,1,2,2,2,2, , , , ,2, , , , , , , , ,2, ,2,2,1,2, , , , ,1,2,2,1,1,2,1,2,2, , , , , ,4,3,3, , , ,1,1,2,2,2,2, , , ,17,6,2,2, , , ,2,4,1,1,2,3,8,4,2, ,3,3, ,2,60527,S,2,17,5,3.88571428571429,1.39409301779573
200466,2,31715,1,2,1,2,3,2, ,2,2,1,1,1,1,2, ,1, , , ,1,2,1, , , , , ,2,2,2,2,1,2, , , , , , , ,97,1,1,2,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,3,3,2, , , , , ,1,1,1,1,2, , , ,2,2,2,1,1,2, , , ,2,2,2,18,6,3,2, , , ,3,4,3, ,2,3,2,3,2, ,1,98, ,2,74551,R,3,40,1,2.65714285714286,.953313607757374
200467,2,31715,1,2,1,2,1,2, ,2,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,1,2,2,2,1,2, , , ,6, , , ,24,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,3,3,2, , , , , ,8,2,1,8,1, , , ,4,2,3,1,1,8, , , , , , ,28,6,9,2, , , ,6,1,3, ,2,3,8,3,2, ,3,1, ,2,99999,U,2,17,5,3.4,1.21983139057126
200474,2,32015,2,2,1,2,1,2, ,2,2,1,1,1,2, , ,1, , , ,2,1,1, , , , , ,2,2,1,2,1,2, , , , , , ,3,2,1,2,2,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3, , , , , ,1,1,1,1,1, , , ,1,1,1,2,2,1, , , , , , ,19,6,3,2, , , ,3,1,3, ,2,3,8,3,1,3,1,1, ,2,38118,U,3,47,4,2.6,.932812239848613
200475,2,32315,1,2,2,1,3,1,1,2,2,1,1,1,1,2, ,1, , , ,1,1,1, , , , , ,1,2,1,2,2,2, , , ,3, , ,3,4,1,1,1,1,1,3,3,2,1,1,1,1,2,2, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , ,1,1,1,1,1,1,2,1, , , , , ,1,1,1,1,1, , , ,3,2,2,2,2,2, , , ,2,2,2,49,1,2,1,0,0,1,6,2,3, ,2,1, ,3,2, ,1,99, ,1,78006,S,3,48,1,2.2,.789302664487288
200476,2,32015,1,2,2,2,2,2, ,2,1,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,1,2,1,2,2,2, , , ,6, , ,1,5,1,2,1,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,2,2, , , , , ,1,1,1,2,1, , , ,1,1,2,2,2,2, , , , , , ,43,1,3,1,1,2,0,6,5,3, ,2,1, ,2,2, ,1,9, ,1,77441,S,3,48,3,3,1.07632181520994
200478,2,31715,1,2,2,1,3,1,1,1,2,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,2,2,2,1,2,2, , , , , , , ,3,1,2,2,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,1,3,1, , , , , ,2,1,1,1,1, , , ,2,8,2,1,1,2, , , ,2,2,2,74,6,1,2, , , ,8,3,3, ,2,2, ,5,2, ,9,99, ,2,70116,U,3,22,4,1.34285714285714,.481782145855877
200483,2,31715,1,1,2,3,4,2, ,2,8,1,1,2,1,8, ,8,2,2,2, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,0, , , ,1,3,1, , , ,8, ,2,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,8,1,8,1, , , , , ,8,1,1, , , ,8,8,2,1,1,1, , , ,55,4,1,2, , , ,1,6,3, ,1,3,8,8,1,1,1,8, ,2,78408,U,3,48,3,2.91428571428571,1.0455697633468
200484,2,31715,1,1,2,2,4,1,2,2,2,1,1,1,1,2, ,1,1,2,1, , , ,2,2,1,1,2, , , , , , , , ,5, ,2, , ,10,1,2,1,1,3,3, , , ,8, ,1,2,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,1,1,3,1,1,3, , , , , ,4,3,3, , , ,1,3,2,2,2,2, , , ,24,1,2,1,4,0,0,4,4,3, ,2,1, ,1,2, ,1,2, ,2,65037,R,2,29,1,3.97142857142857,1.42484506965887
200487,2,31715,1,2,1,1,4,1,1,2,1,1,1,2,1,2, ,1, , , ,2,2,2, , , , , ,2,2,2,1,2,2, , , , , , , ,2,2,2,1,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,2,3,8, , , , , ,2,1,1,1,1, , , ,1,2,2,1,1,2, , , ,2,2,2,67,8,1,2, , , ,4,3,3, ,2,3,1,2,2, ,1,6, ,2,36567,R,3,1,2,2.91428571428571,1.0455697633468
200488,2,31715,1,1,2,2,1,1,3,2,1,1,1,1,1,2, ,1,2,2,1, , , ,2,2,2,1,1, , , , , , , , , , ,6, , ,0, , , ,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1,3,3,3,3,3, , , , , ,2,8,8, , , ,2,8,1,2,2,2, , , ,59,5,1,2, , , ,3,3,3, ,1,1, ,2,2, ,1,2, ,1,73132,U,3,40,4,2.17142857142857,.779051980532908
200490,2,41215,1,1,1,1,2,1,1,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,2,2,1,1, , , , , , ,5, , , ,5, , ,0, , , ,1,1,4,4,4,1,8, ,2,2,2,2,2,2, , , , ,2, , , , , , , , ,2, ,2,2,2,2, , , , ,2,8,3,3,8,8,2,1,2, , , , , ,4,4,3, , , ,2,3,2,2,2,2, , , ,76,1,2,2, , , ,6,3,3, ,2,3,1,2,2, ,1,9, ,1,89103,S,4,32,2,1.31428571428571,.471531461901497
200492,2,31715,1,1,1,1,2,1,1,2,2,2,2,1,1,2, ,2,2,1,1, , , ,2,2,2,1,1, , , , , , , , , , ,2, , ,0, , , ,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,3,1,1,1,1,1,1, , , , , ,3,4,2, , , ,2,4,2,2,2,2, , , ,52,1,2,2, , , ,3,3,3, ,2,1, ,4,2, ,1,4, ,1,75070,U,3,48,4,2.82857142857143,1.01481771148366
200496,2,31715,2,2,1,2,1,2, ,2,2,1,1,1,2, , ,1, , , ,2,2,2, , , , , ,2,2,2,2,1,2, , , , , , , ,0, , , ,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,9,1,2, , , , , ,9,9,1,1,1, , , ,1,1,1,4,2,2, , , ,2,2,2,26,1,3,2, , , ,2,1,3, ,2,4,9,2,1,3,1,2, ,2,77881,U,3,48,2,2.02857142857143,.727798560761006
200499,2,31715,1,2,2,3,4,1,2,2,2,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,10,1,1,1,1,3,3, , , ,1,2,1,2,1, , , ,2,2,2,2,2, , , , , , , , ,2, , , , , , , , , ,1,2,1,1, , , , , ,2,2,2,2,1, , , ,2,4,3,2,2,2, , , ,2,2,2,42,1,3,1,0,0,2,3,1,3, ,2,1, ,2,2, ,1,9, ,1,89815,R,4,32,1,3.25714285714286,1.16857797079936
200504,2,31715,1,1,2,1,3,1,1,2,1,1,1,1,1,2, ,2,2,1,1, , , ,2,2,2,1,1, , , , , , , , , , ,2, , ,5,1,2,2,1,3,4, , , ,8, ,1,2,2,2,2,1, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1,2,2,1,1,2, , , , , ,8,1,1, , , ,2,2,2,8,8,2, , , ,60,1,2,2, , , ,6,2,3, ,2,9,9,9,2, ,1,99, ,1,99901,R,4,2,1,1.02857142857143,.369024622357693
200506,2,32015,1,1,1,2,1,1,1,1,1,1,1,1,1,2, ,1,2,1,1, , , ,1,1,2,1,1, , , , , , ,6,3, , ,1, , ,40,1,2,1,1,1,4,4,4,2,8, ,2,2,2,2,2,2, , , , ,1,1,1,2,2, , , , ,1,3,1,1,1,2, , , , ,1,1,1,1,2,3,1,1,1, , , , , ,4,2,2, , , ,2,3,1,2,2,1, , , ,28,6,3,2, , , ,4,4,1,4,2,9,8,8,9, ,9,99, ,1,90008,U,4,6,5,3.57142857142857,1.28133549429755
200507,2,31715,1,1,1,1,3,1,1,2,1,1,2,1,1,2, ,2,2,2,1, , , ,2,1,1,1,2, , , , , , , ,6,6, ,3, , ,12,1,2,2,1,1,4,2,5,2,1,2,1,2,2,2,1,1, , , , ,2, , , , , , , , ,2, ,1,2,2,2, , , , ,2,2,2,1,1,8,2,1,2, , , , , ,3,1,2, , , ,1,4,2,2,2,2, , , ,65,1,3,2, , , ,6,1,3, ,2,3,2,3,2, ,3,7, ,1,96825,S,4,15,4,2.6,.932812239848613
200508,2,31715,1,1,2,1,3,2, ,2,2,1,1,1,1,4, ,1,8,1,1, , , ,1,1,1,1,1, , , , , , ,5,1,5, ,1, , ,4,1,2,2,1,3,3, , , ,1,2,1,2,1,2,2,2, , , , ,1,1,1,2,2, , , , ,2,5, , , , , , , , ,1,1,9,1,1,2,1,1,2, , , , , ,2,1,1, , , ,2,1,2,2,2,2, , , ,20,6,2,2, , , ,4,4,3, ,2,3,2,3,1,1,6,6, ,2,97071,S,4,41,2,4.97142857142857,1.78361900806218
200514,2,31715,1,2,1,2,3,2, ,2,2,1,1,1,1,2, ,1, , , ,1,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,4,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,2,2,1, , , , , ,2,1,2,1,1, , , ,3,2,3,2,3,2, , , ,2,2,2,28,6,5,2, , , ,4,2,2,5,2,3,9,3,1,1,8,7, ,2,93033,U,4,6,3,4.11428571428571,1.47609848943077
200518,2,31715,1,1,2,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1, , , ,1,1,1,1,1, , , , , , ,6,6,6, ,1, , ,1,2,2,1,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1,1,1,1,1,1, , , , , ,1,1,1, , , ,2,2,2,1,2,1, , , ,54,2,2,2, , , ,3,1,3, ,2,1, ,2,2, ,1,6, ,2,99503,U,4,2,2,4.45714285714286,1.59910669688334
200519,2,31715,1,1,1,2,3,1,1,2,2,1,2,2,1,2, ,1,2,1,2, , , ,2,2,2,2,2, , , , , , , , , , , , , ,1,2,2,1,1,3,3, , , ,8, ,2,1,1,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,4,3,1,1,1,1,1,1, , , , , ,3,2,4, , , ,4,4,2,2,2,2, , , ,51,3,2,2, , , ,4,1,3, ,2,2, ,4,2, ,1,3, ,2,96726,R,4,15,1,2.94285714285714,1.05582044730118
200520,2,31715,1,1,1,2,2,1,5,2,2,1,1,1,1,2, ,1,2,1,1, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,20,1,2,1,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2,3,2,1,2,2,2,2, , , , , ,2,3,4, , , ,1,2,2, , , , , , ,24,6,1,2, , , ,3,1,3, ,2,3,2,2,2, ,3,4, ,2,96818,S,4,15,4,3.4,1.21983139057126
200526,2,31715,1,2,1,3,2,1,3,2,2,1,1,2,1,2, ,1, , , ,1,2,1, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,1, , , , , ,2,1,1,2,1, , , ,3,2,3,2,2,2, , , , , , ,20,6,2,2, , , ,3,2,1,2,2,3,2,4,2, ,1,99, ,2,98072,S,4,53,4,3.54285714285714,1.27108481034317
200529,2,31715,1,1,1,3,3,2, ,2,2,1,1,1,1,2, ,1,2,2,1, , , ,1,1,2,1,2, , , , , , ,3,2, , ,3, , ,12,1,2,2,2,2, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,4,3,2,1,1,1,1,1, , , , , ,3,3,3, , , ,2,2,2,2,2,2, , , ,21,6,2,2, , , ,3,4,2,2,2,5,8,5,2, ,8,8, ,1,95818,U,4,6,4,2,.717547876806626
200530,2,32115,1,1,2,2,2,8, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,1,1,2,1,1, , , , , , ,3,5, , ,1, , ,20,1,2,1,1,1,2,2,5,1,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,2, , , , ,2,4,1,1,1,1, , , , ,1,2,1,1,1,2,1,1,2, , , , , ,8,2,2, , , ,2,2,2,2,2,2, , , ,23,6,2,2, , , ,6,1,3, ,2,2, ,3,2, ,3,3, ,2,94541,S,4,6,5,4.42857142857143,1.58885601292896
200531,2,31915,1,2,2,3,3,2, ,1,1,1,1,1,1,8, ,1, , , ,2,2,2, , , , , ,2,1,1,2,2,8, , , , , ,6,5,5,1,2,2,1,3,3, , , ,8, ,1,1,1, , , ,2,2,1,2,1, , , , ,1,1,1,2,2,4, , , , , , , , ,1,2,2,2, , , , , ,2,2,2,2,1, , , ,2,2,2,1,2,1, , , ,2,2,2,30,6,5,8, , , ,4,4,2,4,2,2, ,8,2, ,2,1, ,2,27302,S,3,37,3,5.4,1.93737926737789
200536,2,31815,1,1,1,2,3,1,3,2,1,1,1,1,2, , ,2,2,2,2, , , ,1,2,1,1,2, , , , , , ,5, ,5, ,5, , ,15,2,2,1,1,3,3, , , ,1,2,1,1,1,2,2,2, , , , ,1,1,1,1,2, , , , ,2,4, , , , , , , , ,1,2,1,1,2,3,1,1,2, , , , , ,2,2,2, , , ,2,3,1,1,1,1, , , ,34,6,3,2, , , ,3,4,3, ,1,2, ,3,2, ,2,1, ,1,31647,R,3,13,1,1.62857142857143,.584288985399681
200537,2,31915,1,2,2,3,3,1,4,2,2,1,1,1,2, , ,2, , , ,2,2,2, , , , , ,1,1,1,1,1,1, , , ,2, ,1,1,1,1,2,2,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2,1, , , , , ,1,1,1,1,1, , , ,1,1,1,1,1,1, , , , , , ,35,6,1,2, , , ,2,4,3, ,1,1, ,1,2, ,4,1, ,2,75227,U,3,48,5,5.57142857142857,1.99888337110417
200539,2,31815,1,2,1,1,3,1,1,2,2,1,2,2,1,8, ,2, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,0, , , ,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,8,3,1, , , , , ,1,1,1,1,1, , , ,2,2,8,2,2,2, , , ,2,2,2,69,1,2,2, , , ,4,1,3, ,2,3,8,8,2, ,1,98, ,1,06489,S,1,9,4,2.4,.861057452167951
200544,2,32115,1,2,1,3,3,2, ,2,2,1,2,1,1,2, ,1, , , ,1,2,2, , , , , ,2,1,2,2,2,2, , , , , ,3, ,2,2,2,8,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,2,2,2, , , , , ,1,3,1,1,1, , , ,2,2,3,2,3,2, , , ,2,2,2,21,6,3,2, , , ,3,4,3, ,2,3,8,2,2, ,1,1, ,1,08816,S,1,34,5,3.45714285714286,1.24033275848002
200547,2,31815,1,2,1,1,2,1,2,2,2,1,1,2,1,2, ,1, , , ,1,2,2, , , , , ,1,2,2,2,2,1, , , ,3, , , ,8,1,2,1,2,2, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,2,3,3,2, , , , , ,2,1,1,1,1, , , ,4,3,4,1,1,2, , , ,2,1,2,24,6,2,2, , , ,6,1,3, ,2,2, ,4,2, ,2,6, ,2,46237,U,2,18,5,2.68571428571429,.963564291711754
200548,2,31815,1,2,2,3,3,2, ,2,2,1,1,1,2, , ,1, , , ,2,2,2, , , , , ,2,2,2,2,2,2, , , , , , , ,15,1,2,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , ,3,1,1,1,1, , , ,1,3,3,4,2,2, , , , , , ,17,6,5,2, , , ,1,4,1,1,2,3,8,8,2, ,1,4, ,2,45810,R,2,39,1,1.97142857142857,.707297192852245
200553,2,31815,2,1,1,2,1,2, ,2,2,1,1,1,1,1, ,1,2,2,2, , , ,1,1,2,1,2, , , , , , ,2,8, , ,1, , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,2,1,2,2, , , , , ,1,1,3, , , ,1,1,2, , , , , , ,26,2,2,1,3,1,0,3,1,3, ,2,3,8,3,1,3,4,3, ,2,11368,U,1,36,5,2.51428571428571,.902060187985472
200562,2,31815,1,2,1,2,3,1,1,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3, , , , , ,1,2,1,1,1, , , ,1,2,1, , ,2, , , , , , ,69,1,2,2, , , ,2,3,3, ,2,1, ,2,2, ,1,4, ,1,29728,R,3,45,1,2.08571428571429,.748299928669767
200568,2,31815,1,1,1,1,4,1,1,2,2,2,2,2, , , ,2,2,2,1, , , , , , , , , , , , , , , , , , , , , ,0, , , ,3,3, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,1,2,1,1,1,1, , , , , ,4,2,2, , , , , ,2, , , , , , ,64,3,1,2, , , ,3,1,3, ,2,3,1,1,2, ,1,99, ,2,27845,R,3,37,1,2.77142857142857,.994316343574895
200586,2,31815,1,1,1,1,3,1,1,1,1,1,1,1,1,2, ,1,2,1,1, , , ,1,2,2,1,2, , , , , , ,5, , , ,2, , ,4,2,1,2,3,3, , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,1,1,3, , , , , ,3,3,3, , , ,2,2,2, , , , , , ,48,1,4,1,0,0,3,6,1,3, ,2,1, ,3,2, ,1,8, ,2,49686,R,2,26,2,2.31428571428571,.83030540030481
200587,2,31815,1,1,1,1,3,2, ,2,2,1,1,1,1,2, ,1,1,1,1, , , ,1,2,2,1,1, , , , , , ,1, , , ,2, , ,12,2,2,1,2,3, , , , ,2, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,1,1,1,1,2,1,1,1, , , , , ,3,3,3, , , ,1,2,2,2,2,2, , , ,29,1,3,1,2,0,0,5,1,2,4,2,3,2,4,2, ,4,3, ,2,93940,S,4,6,2,5.48571428571429,1.96813131924103
200598,2,32015,1,2,2,2,1,9, ,2,2,1,1,1,1,9, ,9, , , ,9,1,2, , , , , ,1,9,2,9,2,9, , , ,9, , , ,5,9,1,9,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,9,2, , , , , ,9,2,1,1,2, , , ,2,9,2,2,2,2, , , , , , ,99,6,9,2, , , ,99,99,9, ,2,3,2,9,2, ,2,99, ,9,11219,U,1,36,5,3.97142857142857,1.42484506965887
200599,2,31815,1,2,2,1,1,1,1,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,3,1,2,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,2,2,2,1,1, , , ,1,2,1, , ,2, , , ,2,1,2,78,5,2,2, , , ,3,3,3, ,2,2, ,2,2, ,2,2, ,2,48066,S,2,26,4,2.14285714285714,.768801296578527
200601,2,31815,1,2,2,2,3,2, ,2,2,1,1,1,1,2, ,1, , , ,1,1,1, , , , , ,2,1,2,1,1,1, , , , , ,1, ,3,1,2,2,2,3, , , , ,8, , , , , , , , , , , ,1, , , , ,1,2,2,1,2,2, , , , , , , , ,1,2,2,1, , , , , ,1,1,1,1,1, , , ,2,3,3,2,1,2, , , ,2,2,2,17,6,2,2, , , ,2,2,1,1,2,3,2,3,2, ,1,7, ,1,28678,S,3,37,2,2,.717547876806626
200602,2,41215,1,2,1,1,3,1,2,2,2,2,2,2, , , ,2, , , ,2,2,2, , , , , , , , , , , , , , , , , , ,3,1,2,2,2,3, , , , ,1,2, , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,2,1, , , , , ,1,1,1,1,1, , , ,2,2,1, , ,2, , , ,2,2,2,62,1,3,2, , , ,3,3,3, ,2,2, ,2,2, ,1,4, ,2,43713,S,2,39,2,3.34285714285714,1.1993300226625
200606,2,40415,1,2,1,1,3,1,2,2,2,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,1,2,2,2,2,2, , , ,5, , , ,10,1,2,2,3,1, ,4,4,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,1,2,2,2, , , , , ,3,1,1,3,1, , , ,8,8,2,1,1,2, , , ,2,2,2,28,6,1,2, , , ,8,3,3, ,2,3,1,2,2, ,1,2, ,2,95616,S,4,6,2,2.62857142857143,.943062923802994
200611,2,31815,1,1,2,2,2,1,1,2,2,1,1,2,1,2, ,1,1,1,1, , , ,2,2,1,2,1, , , , , , , , ,3, , , , ,10,1,2,1,3,1, ,4,4,1,1,2, , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , ,1,1,2,1,2,2,1,1,1, , , , , ,2,2,2, , , ,1,1,2,2,2,2, , , ,66,1,2,2, , , ,4,3,3, ,2,2, ,5,2, ,1,99, ,1,48043,S,2,26,4,1.94285714285714,.697046508897865
200613,2,31815,1,1,2,1,3,1,2,2,2,1,1,1,1,2, ,1,2,2,1, , , ,2,1,1,1,1, , , , , , , ,1,5, ,1, , ,4,1,2,1,1,1,3,4,4,1,8, ,1,1,2,2,2,2, , , , ,1,2,2,1,2, , , , ,2,3,1,2,2,1, , , , ,1,1,1,1,2,3,1,1,2, , , , , ,1,1,1, , , ,1,2,2,2,2,1, , , ,38,4,1,1,0,3,0,6,1,3, ,2,3,2,4,2, ,1,9, ,2,21601,R,3,24,2,3.85714285714286,1.38384233384135
200614,2,31815,1,1,2,2,1,1,1,1,1,1,1,1,1,2, ,1,2,2,1, , , ,1,2,1,1,2, , , , , , ,2, ,5, ,3, , ,5,1,2,2,1,1,4,4,5,1,1,2,1,2,2,2,1,1, , , , ,2, , , , , , , , ,2, ,1,1,2,1, , , , ,1,2,1,1,1,3,1,1,2, , , , , ,1,1,1, , , ,2,2,2,2,2,2, , , ,43,6,1,2, , , ,6,1,3, ,2,2, ,4,2, ,1,8, ,2,20001,U,3,11,5,4.85714285714286,1.74261627224466
200627,2,31815,1,1,2,2,3,1,1,2,2,1,1,2,1,2, ,1,2,2,1, , , ,2,2,2,2,1, , , , , , , , , , , , , ,0, , , ,1,3,4, , , ,8, ,2,1,2,2,2,2, , , , ,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1,1,8,1,1,8, , , , , ,1,1,1, , , ,1,1,1,2,2,2, , , ,57,5,5,1,2,2,1,4,1,3, ,1,3,2,3,1,1,1,5, ,1,11722,S,1,36,4,2.34285714285714,.84055608425919
200631,2,31815,1,1,1,1,2,2, ,2,2,1,1,1,1,2, ,1,2,1,1, , , ,2,2,2,1,1, , , , , , , , , , ,1, , ,0, , , ,2,2, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,1,3,1,2,2,1,1,2, , , , , ,2,2,2, , , ,1,1,2,2,2,2, , , ,26,6,3,1,1,0,0,3,1,3, ,2,1, ,4,2, ,1,7, ,2,43130,S,2,39,2,2.57142857142857,.922561555894233
200636,2,41115,1,2,2,3,4,1,1,2,2,1,1,1,1,2, ,1, , , ,2,1,2, , , , , ,2,2,2,1,2,2, , , , , , , ,0, , , ,1,3,4, , , ,8, ,2,2,2, , , ,2,2,2,1,2, , , , , , , , ,2, , , , , , , , , ,1,1,1,1, , , , , ,2,1,2,1,1, , , ,1,1,1,1,2,2, , , ,2,1,2,50,2,2,2, , , ,3,1,3, ,2,9,9,3,2, ,1,1, ,2,16354,R,1,42,1,4.97142857142857,1.78361900806218
200641,2,31815,1,2,2,4,4,1,1,1,2,1,1,1,1,2, ,1, , , ,2,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,1,8,2,2,2,2,3, , , , ,8, , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , ,8,8,3,3, , , , , ,1,1,1,1,1, , , ,4,4,4,1,3,2, , , ,2,2,2,63,1,2,2, , , ,5,4,3, ,2,2, ,3,2, ,1,6, ,1,32053,R,3,12,1,1.91428571428571,.686795824943485
200651,2,31815,1,2,1,2,2,1,2,2,2,1,1,1,1,2, ,1, , , ,1,1,2, , , , , ,2,2,1,2,1,1, , , , , , ,3,7,1,2,1,1,1,4,4,4,1,1,2,2,2,1, , , ,2,2,2,2,1, , , , ,2,2,2,2,2,4, , , , ,2,2,1,1,1,2,1,1, , , , , ,1,1,1,1,2, , , ,2,2,2,3,2,2, , , ,2,2,2,18,6,4,2, , , ,2,2,1,1,2,2, ,2,1,1,2,98, ,1,08854,S,1,34,5,3.68571428571429,1.32233823011507
200652,2,31815,1,1,2,2,3,1,2,2,2,1,1,1,1,2, ,1,2,2,1, , , ,2,2,2,1,2, , , , , , , , , , ,3, , ,0, , , ,3,3, , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,3,3,1,1,2,1,1,8, , , , , ,8,8,8, , , ,8,5,2, , , , , , ,52,1,2,2, , , ,4,3,3, ,1,3,1,3,2, ,1,4, ,1,92545,U,4,6,2,2.34285714285714,.84055608425919
200659,2,31815,1,1,1,1,3,1,1,2,1,1,1,2,2, , ,1,2,1,1, , , ,2,1,2,1,2, , , , , , , ,6, , ,6, , ,5,1,2,2,1,1,2,3,5,1,1,2,1,1,1,2,2,2, , , , ,2, , , , , , , , ,2, ,2,1,1,1, , , , ,1,2,1,1,1,2,1,1,1, , , , , ,1,1,2, , , ,2,2,1,2,1,1, , , ,37,1,2,1,0,2,1,6,1,3, ,1,4,9,2,2, ,2,8, ,1,60115,S,2,17,2,1.48571428571429,.533035565627779
